title;author;format;categories;cover_url;description;slug
Wieso? Weshalb? Warum?, Band 51 - Mutig, stark und selbstbewusst;Patricia Mennen;Buch, Hörbuch;Leseförderung & Bildung, Selbstbewusstsein & Selbstliebe;https://images.thalia.media/00/-/7a5069a64bfd439cb6e131d208d7aa26/wieso-weshalb-warum-band-51-mutig-stark-und-selbstbewusst-spiralbindung-patricia-mennen.jpeg;Mut tut gut!Wann sind wir mutig? Worauf bist du stolz? Wie fühlen sich Gemeinschaft und Ausgrenzung an?Dieses Buch nimmt Kinder an die Hand beim Erkunden von Situationen und Gefühlen rund ums Selbstbewusstsein. Klappen machen das Thema hautnah erlebbar: Ein Kind traut sich das erste Mal alleine einzukaufen, ein anderes muntert eine traurige Freundin auf. Wir erklären, wozu Angst da ist und zeigen, wie man Mut und Stärke trainieren kann. Ein Buch für ALLE Kinder – die forschen und die zurückhaltenden!;wiesoweshalbwarumband51mutigstarkundselbstbewusst
Erstes Aufklappen und Verstehen: Was ist Rassismus?;;Buch;Toleranz & Respekt, Diskriminierung;https://images.thalia.media/00/-/d4667d7e133449bca9e287f33874b30f/erstes-aufklappen-und-verstehen-was-ist-rassismus-gebundene-ausgabe.jpeg;Warum sehen Menschen unterschiedlich aus? Wie erkennt man Rassismus? Und warum ist es wichtig, dass wir darüber sprechen? Unter mehr als 45 Klappen finden Kinder die Antworten auf diese und andere wichtige Fragen zu Rassismus, Toleranz und Inklusion – einfach und verständlich erklärt.;erstesaufklappenundverstehenwasistrassismus
Lesen NERVT! – Bücher? Nein, danke!;Jens Schumacher;Buch;Leseförderung & Bildung;https://images.thalia.media/00/-/f29094e88a634da19dfb93c47625d7ed/lesen-nervt-buecher-nein-danke-gebundene-ausgabe-jens-schumacher.jpeg;Die resolute Weberknechtdame Karoline wohnt zwischen den verstaubten Seiten eines Buches und will einfach nur ihre Ruhe. Darum versucht sie mit allen Mitteln, die kleinen Leserinnen und Leser dazu zu bewegen, das Buch wieder aus der Hand zu legen. Denn (so behauptet Karoline): Lesen ist DOOF, Geschichten sind LANGWEILIG und Buchstaben NERVEN!;lesennervtbuecherneindanke
Richtig anders - anders richtig;Kathrin Köller;Buch;Psychische Gesundheit, Vielfalt & Diversität, Inklusion & Behinderung;https://images.thalia.media/00/-/9e203941261c49569a10de188059828e/richtig-anders-anders-richtig-gebundene-ausgabe-kathrin-koeller.jpeg;Der Druck, zu funktionieren, ist groß. Von klein auf. Wer irgendwie anders tickt, hat schnell das Gefühl, nicht ganz richtig zu sein. Und kriegt das auch vermittelt. Leute mit ADHS sollen sich mal ein bisschen mehr anstrengen und autistische Personen bitte nicht so empfindlich sein. Mit Lese-Rechtschreib-Störungen und Dyskalkulie braucht es viel Glück, um nicht früh auf dem Abstellgleis zu landen. Dabei wissen wir heute, wie neurodivergente Hirne ticken: anders, aber richtig! ;richtigandersandersrichtig
Der Tag, an dem ich cool wurde 1;Juma Kliebenstein;Buch, Hörbuch;Coolness, Selbstbewusstsein & Selbstliebe;https://images.thalia.media/00/-/329394549acc401faea6995ed01b9ff6/der-tag-an-dem-ich-cool-wurde-1-gebundene-ausgabe-juma-kliebenstein.jpeg;"In ""Der Tag, an dem ich cool wurde"" entfaltet Juma Kliebenstein eine mitreißende und humorvolle Geschichte um Martin und Karli, zwei Jungs, die in der Schule eher zu den Außenseitern zählen. Angesichts der Herausforderungen, die Lukas und seine ""FabFive"" ihnen stellen, fassen sie den Plan, sich zu rächen, was allerdings nach hinten losgeht. Als Strafe landen sie mit Martins Papa und Opa auf einem Campingtrip in Frankreich. Dort wollen sie nicht nur Opas Pfadfinderaufgaben bewältigen, sondern auch ihre eigene ""So werde ich cool""-Liste abarbeiten. Durch die Begegnung mit Luna und Stella, die Entdeckung ihrer musikalischen Talente und das Lüften des Geheimnisses um den scheinbar ultracoolen Lukas, erleben die Jungs ein Abenteuer, das ihr Selbstbild nachhaltig verändert. Dieser Roman ist eine Ermutigung für alle, die ihren Platz in der Welt noch suchen, und beweist, dass wahre Coolness von innen kommt.";dertagandemichcoolwurde1
Lesen NERVT! – Bloß keine Bücher! (Lesen nervt! 2);Jens Schumacher;Buch;Leseförderung & Bildung;https://images.thalia.media/00/-/edf00fc0ba894bf48b572dc0dc926eec/lesen-nervt-bloss-keine-buecher-lesen-nervt-2-gebundene-ausgabe-jens-schumacher.jpeg;Karoline Kneberwecht wohnt zwischen verstaubten Buchseiten ganz hinten im Regal einer Schulbibliothek. Eigentlich will die Weberknechtdame nur ihre Ruhe. Doch leider gibt es einen Notfall: Ihr zahmer Bücherskorpion Zwicko ist ausgebüchst!Und nun braucht Karoline die Hilfe der Leserinnen und Leser. Wo versteckt sich ihr Schoßtier bloß? Eine wilde Suche quer durch die Buchseiten beginnt – denn Zwicko knabbert sich am liebsten durch Buchstaben, Rätsel und verrückte Geschichten.;lesennervtblosskeinebuecherlesennervt2
Ferri: Mutig ist, wer Hilfe holt! Kamishibai Bildkartenset;Gertraud Mesner;Buch;Psychische Gesundheit, Selbstbewusstsein & Selbstliebe;https://images.thalia.media/00/-/2ef1dff7b2de4b2691c63062eeaafa07/ferri-mutig-ist-wer-hilfe-holt-kamishibai-bildkartenset-box-gertraud-mesner.jpeg;Ferri der Fisch versteht die Welt nicht mehr: plötzlich sind alle gemein zu ihm, nennen ihn einen Schreihals und drohen ihm, wenn er sich wehren möchte. Zuhause will er nichts darüber erzählen, weil er sich schämt – vielleicht liegt es ja an ihm? Zum Glück hat Wali der Wal eine Idee, wie alle gemeinsam über die Anfeindungen sprechen und sich wieder vertragen können.;ferrimutigistwerhilfeholtkamishibaibildkartenset
Die Reise des Schmetterlings;Kati Bohnet;Buch;Kreativität & Fantasie;https://images.thalia.media/00/-/652b1e690e904d26b087ba7c6f0ec6d9/die-reise-des-schmetterlings-gebundene-ausgabe-kati-bohnet.jpeg;Ein psychologisches Vorlese- und Mitmachbuch für Kindergarten, Grundschule und Zuhause In diesem Vorlese- und Mitmachbuch sind in die Reise des kleinen Schmetterlings Jona S-O-S-Übungen integriert, die Ihrem Kind (und Ihnen) dabei helfen, sich in einer stressigen Situation selber regulieren zu können. Viele Kinder leiden heute unter Stress durch hohe Leistungsanforderungen und viele Hausaufgaben, durch den Stress der Eltern, durch Trennung, durch Unfälle, (sexuelle) Gewalterfahrungen, Mobbing, schwierige Geburten oder anderen Ursachen.;diereisedesschmetterlings
Pixi Wissen 91: Das Anti-Mobbing-Buch;Mechthild Schäfer;Buch;Mobbing & Ausgrenzung;https://images.thalia.media/00/-/31880d4f14bc4182a9a69a3aa41b60d8/pixi-wissen-91-das-anti-mobbing-buch-taschenbuch-mechthild-schaefer.jpeg;Mobbing erkennen und etwas dagegen tun - das klingt einfach, ist es aber nicht. Schon in der Grundschule werden manche Kinder damit konfrontiert. Warum verhalten sich die Mobber so gemein? Manche Kinder lachen einfach mit - warum tun sie das? Wieso fällt das Helfen oft schwer? Und wie kann man helfen? Die Reihe Pixi Wissen bringt Sachthemen für Grundschulkinder auf den Punkt.;pixiwissen91dasantimobbingbuch
Emmaboy tomgirl;Blake Nelson;Buch, E-Book;Gleichberechtigung & Rollenbilder, Vielfalt & Diversität;https://images.thalia.media/00/-/d35d393083754aa099ac829fb918c7ce/emmaboy-tomgirl-taschenbuch-blake-nelson.jpeg;Seit Emma und Tom aufs Gymnasium gehen, ist es aus mit der Freundschaft – endgültig. Es wäre nämlich total uncool, wenn Tom mit einem Mädchen ... und Emma mit einem Jungen ... Doch dann steckt Emma auf einmal in Toms Körper und Tom findet sich in Emmas Körper wieder. Ein mehrtägiger Spießrutenlauf beginnt, denn niemand darf was merken, weder Toms alberne Freunde, noch die zickigen Grrzillas, noch die Eltern und Lehrer;emmaboytomgirl
Alle anders - Das sind wir!;Felicity Brooks;Buch;Vielfalt & Diversität, Gemeinschaft;https://images.thalia.media/00/-/cef9a1badb594a06a4839b2b6809660b/alle-anders-das-sind-wir-gebundene-ausgabe-felicity-brooks.jpeg;Nicht alle Menschen sehen gleich aus und nicht alle sprechen dieselbe Sprache. Manche mögen Sachen, die du nicht magst, oder essen etwas, das du noch nie gesehen hast. Ist das richtig so? Ja, unbedingt! Dieses Buch zeigt dir, warum wir alle gut so sind, wie wir sind. Mit hilfreichen Anregungen, wie Erwachsene mit Kindern über den Themenkomplex Diversität, Inklusion, Integration und Diskriminierung sprechen können.;alleandersdassindwir
TiptoiBildergeschichten über den Umgang mit Gefühlen - Amélie Amie und die Sache mit der Vielfalt;Cee Neudert;Buch;Inklusion & Behinderung, Vielfalt & Diversität;https://images.thalia.media/00/-/c7e0369aa1674412a72792bc6add0701/tiptoi-bildergeschichten-ueber-den-umgang-mit-gefuehlen-amelie-amie-und-die-sache-mit-der-vielfalt-spiralbindung-cee-neudert.jpeg;Alle sind willkommen!Amélie, Lucky und Ben wünschen sich einen Wohlfühlort direkt vor der eigenen Haustür, an dem alle willkommen sind. Gemeinsam verschönern sie den kargen Hinterhof mit Farbe, Pflanzen und einem Baumhaus. Dabei treffen sie viele Leute und stellen fest, wie vielfältig ihre Nachbarschaft ist. Die drei merken, dass wir Menschen meistens mehr Gemeinsamkeiten als Unterschiede haben und dass Vielfalt das Miteinander bereichert. Eine interaktive Bildergeschichte über den Umgang mit Gefühlen.;tiptoibildergeschichtenueberdenumgangmitgefuehlenamélieamieunddiesachemitdervielfalt
WIR alle in unserer Klasse;Daniela Kunkel;Buch, E-Book;Gemeinschaft, Vielfalt & Diversität, Freundschaft & Familie;https://images.thalia.media/00/-/f0a6ca73b0a2493c81dacd5ad1238f96/wir-alle-in-unserer-klasse-gebundene-ausgabe-daniela-kunkel.jpeg;Jede Schulkasse hat ein kleines WIR. Dabei ist es ganz egal, wie unterschiedlich die Kinder der Klasse sind. Ein WIR entsteht nämlich überall dort, wo Menschen zusammenkommen und sich mögen. Was passiert aber, wenn es Streit gibt? Ella und Adeen sind beste Freundinnen und kommen in eine Klasse. Dort treffen sie eine Menge Kinder. Bei so vielen neuen Klassenkamerad*innen ist es kein Wunder, dass es mal Vorurteile und Zankereien gibt. Eine Herausforderung, die nur das kleine WIR meistern kann. Dann wird es nämlich zum Streitschlichter: Die Kinder vertragen sich und lernen, was sie verbindet. Träume, Bedürfnisse und Familien der Kinder sind sehr vielfältig, doch das WIR in der Klasse ist groß und stark. ;wiralleinunsererklasse
Einhorn kann jeder!;Anna Böhm;Buch, E-Book, Hörbuch;Kreativität & Fantasie, Selbstbewusstsein & Selbstliebe;https://images.thalia.media/00/-/0d2dc0ed512b42f29f67cd96f2ee0c50/einhorn-kann-jeder-emmi-einschwein-bd-1-gebundene-ausgabe-anna-boehm.jpeg;Die Geschichte dreht sich um Emmi Brix, die in Wichtelstadt wohnt und sich sehnlichst ein Einhorn zu ihrem zehnten Geburtstag wünscht, um in der Schule Anerkennung zu finden und endlich zur geheimen Drachenhalle eingeladen zu werden. Trotz der familiären Tradition, besondere Fabeltiere zu besitzen, bekommt Emmi stattdessen ein Einschwein - ein Tier, das weit entfernt von der Anmut und dem Glamour eines Einhorns ist. Emmis Enttäuschung ist groß, und sie schmiedet Pläne, um ihre Situation zu verbessern, ohne zu ahnen, dass das Einschwein ihr Leben auf unerwartete Weise bereichern wird. Die Geschichte entwickelt sich zu einem warmherzigen Abenteuer, in dem Emmi lernt, das Einschwein und dessen einzigartige Eigenschaften zu schätzen. Die Interaktionen zwischen Emmi und dem Einschwein, wie es ihr zuhört, ihr hilft und sie in gefährlichen Situationen unterstützt, offenbaren die Tiefe ihrer Freundschaft.;einhornkannjeder
Als die gelben Blätter fielen;Marius Marcinkevicius;Buch, E-Book;Emotionale Intelligenz & Empathie;https://images.thalia.media/00/-/0a2ca91fbd09457bbdb61f4f9ac87abf/als-die-gelben-blaetter-fielen-gebundene-ausgabe-marius-marcinkevicius.jpeg;Alon isst gern Bagels, die es aber leider viel zu selten gibt. Er spielt Geige und sitzt mit seiner Freundin Riwka auf dem Dach ihres Hauses, lässt seinen Drachen steigen und schaut über die Stadt. Aber das Leben ist schwierig, denn es ist das Jahr 1943, und Alon und Riwka wohnen im Getto und tragen einen gelben Stern. Niemand darf das Getto verlassen. Und wer doch durch das Tor hinausgeht, kehrt nicht zurück.;alsdiegelbenblaetterfielen
Wenn die Ziege schwimmen lernt;Nele Moost;Buch, E-Book;Vielfalt & Diversität, Tiere, Selbstbewusstsein & Selbstliebe;https://images.thalia.media/00/-/7bbf2c52900c41bbae15cbe56ca969e7/wenn-die-ziege-schwimmen-lernt-taschenbuch-nele-moost.jpeg;Es gab einmal eine Zeit, da gingen die Tiere zur Schule. Und sie mussten alle das Gleiche lernen: Schwimmen, Fliegen, Rennen und Klettern. Das war das Mindeste, was sie können sollten! Leider verlernten sie dabei beinahe, was sie wirklich gut konnten. Erst als die Tiere sich ohne ihre Lehrer ausprobierten, merken sie wieder, wie schön es war, dass zu tun, was ein jeder von ihnen am besten konnte. Ein großartiges Plädoyer für Vielfalt und Anders-sein-dürfen.;wenndieziegeschwimmenlernt
Asphalthelden;Jason Reynolds;Buch, E-Book, Hörbuch;Gemeinschaft, Vielfalt & Diversität;https://images.thalia.media/00/-/977af408b87243e4ac2331e1d2bbd2bf/asphalthelden-gebundene-ausgabe-jason-reynolds.jpeg;Jason Reynolds erzählt in 10 Geschichten, was nach dem Läuten der Schulglocke auf dem Heimweg passiert. Da ist Gregory, der in Sandra verliebt ist und ihre Telefonnummer haben möchte. Seine besten Freunde wissen genau, was zu tun ist, und sprühen ihn von oben bis unten mit Deo ein. Die Superkurzhaar-Gang klaut jeden Penny, den sie bekommen kann, und reinvestiert das Geld sofort, am besten in Eis. Pia ist fast nur auf dem Skateboard unterwegs, bis sie von fiesen Jungs gestoppt wird. Bryson küsst seinen Kumpel Ty auf die Wange und muss dafür schwer büßen. Jede der Geschichten erzählt von einem ganzen Leben – immer auf Augenhöhe und voller Wärme und Sympathie.;asphalthelden
Psst! Gute und schlechte Geheimnisse. ;Frantz Wittkamp, Antje Szillat, Deniz Selek, Andrea Russo;Buch;Konsens & Autonomie;https://images.thalia.media/00/-/0bec8aa072214bf3b450d0b004fe6101/psst-gute-und-schlechte-geheimnisse-ein-zusammenlesebuch-fuer-kinder-und-erwachsene-begleitet-vom-kinderschutzbund-gebundene-ausgabe-ute-krause.jpeg;Frankie ahnt, warum sein Freund Lars nicht zugibt, wer ihm das blaue Auge verpasst hat, und setzt alles daran, dieses Geheimnis zu lüften und Lars zu beschützen. Auch Felix will unbedingt in das Geheimnis seiner neuen Klassenkameraden eingeweiht werden, um dazuzugehören, und hätte doch besser auf sein Bauchgefühl gehört. Fiete Horstkötter und die Meisterdetektive hüten ihr Geheimnis vor dem großen Unheimlichen. Anna hat im Schmetterlingshaus eine großartige, geheime Überraschungsidee. Und Emmas Knoten im Bauch löst sich erst, als sie ihr Versprechen bricht und ihrer Mama das Geheimnis erzählt, dass ein Mitschüler am nächsten Tag verhauen werden soll.;psstguteundschlechtegeheimnisse
Wild und wunderbar (1). Zwei Freundinnen gegen den Rest der Welt;Ilona Einwohlt;Buch, E-Book;Freundschaft & Familie;https://images.thalia.media/00/-/67e5ffb4fe9f48b9a5344f4e451f3f7a/wild-und-wunderbar-1-zwei-freundinnen-gegen-den-rest-der-welt-taschenbuch-ilona-einwohlt.jpeg;Als Shark alias Sophie Hyazinth Amanda Ricarda Kornelius in der Wohnung unter ihr einzieht, steht Linns Welt Kopf. Denn die Neue sieht obercool aus mit ihren bunten Leggings und der karierten Haarsträhne und ist nie um einen frechen Spruch verlegen. Schon immer hat Linn sich eine Freundin gewünscht, die so selbstbewusst ist wie Shark. Nur wie soll sie es anstellen, dass die beiden Freundinnen werden? Sie, die schüchterne Linn, die täglich von der Mobbing-Clique drangsaliert wird? Doch Linn weiß noch nicht, dass auch Shark ganz dringend eine echte Freundin braucht…;wildundwunderbar1zweifreundinnengegendenrestderwelt
Das komische Gefühl;Hans-Christian Schmidt;Buch;Emotionale Intelligenz & Empathie, Konsens & Autonomie;https://images.thalia.media/00/-/6a7c25c6833c4549bf801d4c4ecfd23b/das-komische-gefuehl-gebundene-ausgabe-hans-christian-schmidt.jpeg;Papas Kumpel Robert kann toll vorlesen. Aber wenn er dich dabei auf seinem Schoß so seltsam anfasst, kriegst du ein komisches Gefühl. Du kriegst es auch, wenn deine Tante Tina dich etwas zu lange abknutscht. Was ist das nur für ein Gefühl? In diesem Bilderbuch geht es um körperliche oder seelische Grenzüberschreitung. ;daskomischegefuehl
Ein*e Freund*in wie du;Frank Murphy;Buch;Vielfalt & Diversität, Freundschaft & Familie;https://images.thalia.media/00/-/4c460589caae4e458be019c79408c184/ein-e-freund-in-wie-du-gebundene-ausgabe-frank-murphy.jpeg;Zusammen kichern und rumalbern, lernen und quatschen: Mit Freund*innen ist das Leben einfach schöner! Dieses Bilderbuch feiert Freundschaft und all die Arten, auf denen Kinder befreundet sind: um miteinander zu spielen und zu lachen, um sich gegenseitig zu trösten, anzufeuern oder um füreinander da zu sein.;einefreundinwiedu
Herzlichen Glückwunsch zu ADHS;Swetlana Ebert;Buch;Psychische Gesundheit;https://images.thalia.media/00/-/06dd34d429f447a996b8218a7390fa30/herzlichen-glueckwunsch-zu-adhs-taschenbuch-swetlana-ebert.jpeg;Wachsen Kinder mit einer ADHS-Diagnose heran, dann lehnen sie häufig sowohl diese Diagnose als auch eine Behandlung ab. Diese Erfahrung machen wir immer wieder im Rahmen der Beratungen des ADHS-Instituts Berlin. Was ist der Grund für eine solche massive Ablehnung? Gewöhnlich steckt dahinter, dass sich der betroffene Mensch nicht krank fühlt und keine Defizite haben möchte. Gerade die Defizite stehen aber im Mittelpunkt nahezu aller Publikationen zu ADHS, während die Ressourcen, die sich aus der mit ADHS verbundenen besonderen Hirnstruktur ergeben, in der Literatur eher marginal behandelt werden.;herzlichenglueckwunschzuadhs
Wilma Wochenwurm erklärt: Du bist gut, so wie du bist! Ein Mitmach-Buch für Kinder in Kita und Grundschule.;Susanne Bohne;Buch, E-Book;Selbstbewusstsein & Selbstliebe;https://images.thalia.media/00/-/51c06342fc074b0e8a7b49998d7e0ccd/wilma-wochenwurm-erklaert-du-bist-gut-so-wie-du-bist-ein-mitmach-buch-fuer-kinder-in-kita-und-grundschule-taschenbuch-susanne-bohne.jpeg;Das kleine Pinguinmädchen Stella friert immer. Sie trägt einen dicken Pullover, Schal und Mütze - und sie ist viel stiller als alle anderen Pinguine. Stella mag es, still zu sein. Nur die anderen, die finden Stella merkwürdig. So anders. Sie lachen sie aus und tuscheln hinter ihrem Rücken. Das macht Stella sehr traurig und deswegen möchte sie sich am liebsten verkriechen. Ganz weit weg. Aber dann trifft das Pinguinmädchen den Wal Trudi. Und Trudi zeigt Stella etwas wirklich sehr Wichtiges...;wilmawochenwurmerklaertdubistgutsowiedubisteinmitmachbuchfuerkinderinkitaundgrundschule
